attribution,author_profile,authors,category,chapter,class-lesson,class-order,comments,course,dateCreated,description,difficulty,estimated-time,excerpt,header1,lang-lib,layout,modified,module,module-description,module-nav-title,module-title,module-type,nav-title,odule-type,order,output,overview-order,permalink,prerequisites,redirect_from,sidebar,tags,title,topics,week,week-landing
,False,"['Leah Wasser', 'Nathan Korinek']",['courses'],,['time-series-python-tb'],,True,intermediate-earth-data-science-textbook,,"'notice--success' markdown=""1"">

## Test Your Skills - Time Series Data In Python Using Pandas 

Now that you have learned how to open and manipulate time series data in **Python**, it's time to test your skills. Complete the activities below.",,,An activity to practice all of the skills you just learned in .,,,single,2020-09-11,,,,,,Time Series Challenges,,6,,,/courses/use-data-open-source-python/use-time-series-data-in-python/date-time-types-in-pandas-python/time-series-exercise/,none,,"{""nav"": null}",,Summary Activity for Time Series Data,"{""reproducible-science-and-programming"": [""python""], ""time-series"": null, ""data-exploration-and-analysis"": [""data-visualization""]}",1,
,False,,courses,,,,False,intermediate-earth-data-science-textbook,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Section One - Time Series Data in Python with Pandas


In section one of this textbook, you will learn how to work with and plot time series data using the **pandas** package for **Python**. 


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this section of the textbook, you will be able to:

* Handle different date and time fields and formats using **pandas**. 
* Set a `datetime` field as an index when importing data into a **pandas** dataframe. 
* Subset time series data by date and timeframe (e.g. daily, monthly, yearly).
* Handle missing data values using **pandas**.",,,,,,single,2020-09-11,,,,,session,,,,,,/courses/use-data-open-source-python/use-time-series-data-in-python/,none,,"{""nav"": null}",,Time Series Data in Python,,1,1
,False,,courses,,,,False,intermediate-earth-data-science-textbook,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Section 7 - Data Stories

In this section of this textbook, you will learn about a variety of environmental phenomena, ranging from flood to fire events, for which data can be used to provide insight and understanding. 


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this section of the textbook, you learn about:

* The 2013 Colorado floods.
* Using Lidar data to study flood events.",,,,,,single,2020-09-11,,,,,session,,,,,,/courses/use-data-open-source-python/data-stories/,none,,"{""nav"": null}",,Data Stories,,9,9
,False,,courses,,,,False,intermediate-earth-data-science-textbook,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Section Three - Intro to Raster Data in Python

In section three of this textbook, you will learn how to work with and plot raster data using the **rasterio** package for **Python**. 


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this section of the textbook, you will be able to:

* Open raster data using **Python**.
* Be able to list and identify 3 spatial attributes of a raster dataset: extent, crs and resolution.
* Explore and plot the distribution of values within a raster using histograms.
* Access metadata stored within a GeoTIFF raster file via TIF tags in **Python**.
* Use raster math in **Python** to derive new rasters.
* Reclassify a raster dataset in **Python** using a set of defined values. 
* Crop a raster dataset in **Python** using a vector extent object derived from a shapefile.
* Reproject a raster using **rasterio**.",,,,,,single,2020-09-11,,,,,session,,,,,,/courses/use-data-open-source-python/intro-raster-data-python/,none,,"{""nav"": null}",,Introduction to Raster Data in Python,,3,3
,False,,courses,,,,False,scientists-guide-to-plotting-data-in-python-textbook,2020-01-10,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Section Two - Plotting Spatial Data

In section two of this textbook, you will learn how to create and customize plots of spatial data (including vector and raster data) using **Python**. 


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this section of the Scientist's Guide to Plotting Data in Python online textbook, you will be able to:

* Create a map containing multiple vector datasets, colored by unique attributes in **Python**.
* Add a custom legend to a map of vector data in **Python** with unique colors.
* Visually ""clip"" or zoom in to a particular spatial extent in a plot.
* Create interactive map in **Jupyter Notebook** using the **folium** package for **Python**.
* Overlay two rasters in **Python** to create a plot.
* Overlay a raster on an interactive map created with **folium**.
* Customize a raster map in **Python** using **matplotlib**.",,,,,,single,2020-07-21,,,,,session,,,,,,/courses/scientists-guide-to-plotting-data-in-python/plot-spatial-data/,none,,"{""nav"": null}",,Plotting Spatial Data,,2,2
,False,,courses,,,,False,intermediate-earth-data-science-textbook,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Section Three - Intro to Spatial Vector Data in Python

In section three of this textbook, you will learn how to work with and plot spatial vector data using the **geopandas** package for **Python**. 


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this section of the textbook, you will be able to:

* Describe the characteristics of 3 key vector data structures: points, lines and polygons.
* Open a shapefile in **Python** using **geopandas**.
* View the CRS and other spatial metadata of a vector spatial layer in **Python**
* Be able to describe what a Coordinate Reference System (CRS) is.
* List 2-3 fundamental differences between a geographic and a projected CRS.
* Identify the CRS of a spatial dataset and reproject it to another CRS in **Python**.
* Clip a spatial vector point and line layer to the spatial extent of a polygon layer in **Python** using **geopandas**.
* Dissolve polygons based upon an attribute in **Python** using **geopandas**.
* Join spatial attributes from one shapefile to another in **Python** using **geopandas**.",,,,,,single,2020-09-11,,,,,session,,,,,,/courses/use-data-open-source-python/intro-vector-data-python/,none,,"{""nav"": null}",,Intro to Spatial Vector Data in Python,,2,2
,False,,courses,,,,False,intermediate-earth-data-science-textbook,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Section Four - Spatial Data Applications in Python

In section four of this textbook, you will review applications of spatial data (vector and raster) to answer scientific questions in **Python**. 

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this section of the textbook, you will be able to:

* Integrate vector and raster data for scientific analyses.",,,,,,single,2020-09-11,,,,,session,,,,,,/courses/use-data-open-source-python/spatial-data-applications/,none,,"{""nav"": null}",,Spatial Data Applications in Python,,4,4
,False,,courses,,,,False,intermediate-earth-data-science-textbook,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Section Five - Multispectral Remote Sensing Data in Python

In section four of this textbook, you will learn how to work with multispectral remote sensing data in **Python**, including National Agricultural Imagery Program (NAIP), Landsat, and MODIS. 

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this section of the textbook, you will be able to:

* Describe *at least* 3 differences between NAIP, Landsat, and MODIS imagery, in terms of how the data are collected, how frequently they are collected and the spatial and spectral resolution.
* Plot and analyze these data in **Python**.",,,,,,single,2020-09-11,,,,,session,,,,,,/courses/use-data-open-source-python/multispectral-remote-sensing/,none,,"{""nav"": null}",,Multispectral Remote Sensing Data in Python,,5,5
,False,"['Leah Wasser', 'Chris Holdgraf']",['courses'],11,['multispectral-remote-sensing-data-python-veg-indices'],5,True,intermediate-earth-data-science-textbook,2018-04-14,"'notice--success' markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Chapter Eleven - Calculate Vegetation Indices From Remote Sensing Data Using Python

In this chapter, you will learn how to calculate vegetation indices such as normalized difference vegetation index (NDVI) and normalized burn ratio (NBR) from multispectral remote sensing data in **Python**. 

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this tutorial, you will be able to:

* Describe what a vegetation index is and how it is used with spectral remote sensing data.
* Describe how the `NDVI` index is used to quantify vegetation health (greeness).
* Calculate NDVI using multispectral imagery in **Python**.
* Describe how the `dNBR` index is used to quantify fire severity.
* Calculate `dNBR` using multispectral imagery in **Python**.


## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

You will need a computer with internet access to complete this lesson and the Cold Springs Fire data.

{% include /data_subsets/course_earth_analytics/_data-cold-springs-fire.md %}",,,A vegetation index is a value that quantifies vegetation health or structure. Learn how to calculate the NDVI and NBR vegetation indices to study vegetation health and wildfire impacts in Python.,,,single,2021-01-28,,Learn how to calculate vegetation indices from multispectral remote sensing data in Python. ,Calculate Vegetation Indices in Python,"NAIP, Landsat, MODIS and Vegetation Indices in Python",class,Intro to Vegetation Indices,,1,,,/courses/use-data-open-source-python/multispectral-remote-sensing/vegetation-indices-in-python/,"You will need a computer with internet access to complete this lesson and the Cold Springs Fire data.

{% include /data_subsets/course_earth_analytics/_data-cold-springs-fire.md %}",['/courses/earth-analytics-python/multispectral-remote-sensing-modis/normalized-burn-index-dNBR/'],"{""nav"": null}",,Calculate Vegetation Indices in Python,"{""remote-sensing"": [""landsat"", ""modis""], ""earth-science"": [""fire""], ""reproducible-science-and-programming"": null, ""spatial-data-and-gis"": [""raster-data""]}",5,
,False,"['Leah Wasser', 'Chris Holdgraf']",['courses'],,['multispectral-remote-sensing-data-python-veg-indices'],,True,intermediate-earth-data-science-textbook,2018-04-14,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this tutorial, you will be able to:

* Calculate NDVI using NAIP multispectral imagery in **Python**.
* Export or write a raster to a `.tif` file from **Python**.",,,A vegetation index is a single value that quantifies vegetation health or structure. Learn how to calculate the NDVI vegetation index using NAIP data in Python.,,"{""python"": []}",single,2021-01-28,,,,,,Calculate NDVI,,2,,,/courses/use-data-open-source-python/multispectral-remote-sensing/vegetation-indices-in-python/calculate-NDVI-python/,none,"['/courses/earth-analytics-python/multispectral-remote-sensing-in-python/vegetation-indices-NDVI-in-python/', '/courses/earth-analytics-python/multispectral-remote-sensing-in-python/export-numpy-array-to-geotiff-in-python/']","{""nav"": null}",,Calculate NDVI Using NAIP Remote Sensing Data in the Python Programming Language,"{""remote-sensing"": [""landsat"", ""modis""], ""earth-science"": [""fire""], ""reproducible-science-and-programming"": null, ""spatial-data-and-gis"": [""raster-data""]}",5,
,False,"['Leah Wasser', 'Megan Cattau']",['courses'],,['multispectral-remote-sensing-data-python-veg-indices'],,True,intermediate-earth-data-science-textbook,2017-03-01,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Calculate `dNBR` in **Python**.",,,The Normalized Burn Index is used to quantify the amount of area that was impacted by a fire. Learn how to calculate the normalized burn index and classify your data using Landsat 8 data in Python.,,,single,2021-10-14,,,,,,Calculate dNBR,,3,,,/courses/use-data-open-source-python/multispectral-remote-sensing/vegetation-indices-in-python/calculate-dNBR-Landsat-8/,none,['/courses/earth-analytics-python/multispectral-remote-sensing-modis/calculate-dNBR-Landsat-8/'],"{""nav"": null}",,Calculate and Plot Difference Normalized Burn Ratio (dNBR) using Landsat 8 Remote Sensing Data in Python,"{""remote-sensing"": [""landsat"", ""modis""], ""earth-science"": [""fire""], ""reproducible-science-and-programming"": null, ""spatial-data-and-gis"": [""raster-data""]}",5,
,False,,courses,,,,False,earth-analytics-python,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Welcome to Week {{ page.week }}!

Welcome to week {{ page.week }} of Earth Analytics! 

*******


## <i class=""fa fa-pencil-square-o"" aria-hidden=""true""></i> Homework 

### The Homework Assignment for This Week Can Be Found on Github 


<a href=""https://github.com/earthlab-education/ea-python-2020-05-what-the-fork-who-did-this-template"" target=""_blank"">Click here to view the GitHub Repo with the assignment template. </a>

There are no new lessons this week. If you want, review the content in the <a href=""https://www.earthdatascience.org/courses/use-data-open-source-python/"">Intermediate Earth Analytics Textbook. </a> that we have covered so far in this course.",,,,,,single,2020-02-19,,,,,session,,,,,,/courses/earth-analytics-python/what-the-fork-who-did-this/,none,,"{""nav"": null}",,What the Fork? Test Your Code Troubleshooting Skills in Python,,5,4
,False,,courses,,,,False,intermediate-earth-data-science-textbook,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Section Six - Earth Data Science Workflows

In section six of this textbook, you will learn how about useful Earth Data Science workflows, including how to design and automate data workflows as well as how to contribute to open source Python projects. 


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this section of the textbook, you will be able to:

* List the key steps in designing data workflows. 
* Approach a coding task with a modular, systematic approach. 
* Write pseudocode for a data workflow.
* Automate a data workflow.",,,,,,single,2020-09-11,,,,,session,,,,,,/courses/use-data-open-source-python/earth-data-science-workflows/,none,,"{""nav"": null}",,Earth Data Science Workflows,,8,8
,False,"['Leah Wasser', 'Nathan Korinek', 'Jenny Palomino']",['courses'],12,['hdf4'],1,True,intermediate-earth-data-science-textbook,2020-03-01,"'notice--success' markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Chapter 12 - MODIS HDF4 Remote Sensing Data in Python

In this chapter, you will learn how to work with MODIS remote sensing data stored in the HDF4 file format using open source **Python**.


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this chapter, you will be able to:

* Explain how data are structured and stored in HDF4 files.
* Explore HDF4 files (and their metadata) in a free HDF viewer.
* Open and process HDF4 files in **Python**.


## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

You will need a computer with internet access to complete this lesson and the Cold Springs MODIS data, which you can download using **earthpy**:

`et.data.get_data(""cold-springs-modis-h4"")`

You will also need to download a <a href=""https://www.hdfgroup.org/downloads/hdfview/"" target=""_blank"">free HDF viewer</a> from the HDF Group website. Additional download and installation information are provided on this page. 

Be sure to download the data above, so that you can access the data in the free HDF viewer.",,,MODIS is remote sensing data that is stored in the HDF4 file format. Learn how to view and explore HDF4 files (and their metadata) using the free HDF viewer provided by the HDF group.,,,single,2022-01-19,,MODIS is remote sensing data that is stored in the HDF4 file format. Learn how to open and manipulate data stored in the HDF4 file format using open source Python.,HDF4,Introduction to the HDF4 File Format in Python,class,Intro to HDF4,,1,,,/courses/use-data-open-source-python/hierarchical-data-formats-hdf/intro-to-hdf4/,"You will need a computer with internet access to complete this lesson and the Cold Springs MODIS data, which you can download using **earthpy**:

`et.data.get_data(""cold-springs-modis-h4"")`

You will also need to download a <a href=""https://www.hdfgroup.org/downloads/hdfview/"" target=""_blank"">free HDF viewer</a> from the HDF Group website. Additional download and installation information are provided on this page. 

Be sure to download the data above, so that you can access the data in the free HDF viewer.",,"{""nav"": null}",,Introduction to the HDF4 Data Format - Explore H4 Files Using HDFView,"{""remote-sensing"": [""modis""], ""reproducible-science-and-programming"": null, ""spatial-data-and-gis"": [""raster-data""]}",6,
,False,"['Leah Wasser', 'Nathan Korinek', 'Jenny Palomino']",['courses'],12,['hdf4'],,True,intermediate-earth-data-science-textbook,2020-03-01,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Read MODIS data in **HDF4** format into **Python** using open source packages (**xarray**).
* Extract metadata from **HDF4** files.
* Plot data extracted from HDF4 files.",,,MODIS is remote sensing data that is stored in the HDF4 file format. Learn how to open and use MODIS data in HDF4 form in Open Source Python.,,,single,2022-01-27,,,,,class,Open HDF4,,2,,,/courses/use-data-open-source-python/hierarchical-data-formats-hdf/open-MODIS-hdf4-files-python/,none,,"{""nav"": null}",,Open and Use MODIS Data in HDF4 format in Open Source Python,"{""remote-sensing"": [""modis""], ""reproducible-science-and-programming"": null, ""spatial-data-and-gis"": [""raster-data""]}",6,
,False,,courses,,,,False,intermediate-earth-data-science-textbook,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Section Six - Hierarchical Data Formats in Python

In section six of this textbook, you will learn about Hierarchical Data Formats (HDF) and how they can be used to store complex data (and related metadata) such as satellite imagery. You will learn how to open and process HDF files in **Python** to complete remote sensing analyses.


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this section of the textbook, you will be able to:

* Explain what the Hierarchical Data Formats (HDF) are.
* List the different types of HDF files and the benefits of using these formats for storing data.
* List the types of data that can be stored in HDF files.
* Explain how data are structured and stored in HDF files.
* Open and process HDF files in **Python**.",,,,,,single,2020-09-11,,,,,session,,,,,,/courses/use-data-open-source-python/hierarchical-data-formats-hdf/,none,,"{""nav"": null}",,Introduction to Hierarchical Data Formats in Python,,6,6
,False,['Leah Wasser'],['courses'],9,['multispectral-remote-sensing-data-python-landsat'],3,True,intermediate-earth-data-science-textbook,2018-04-14,"'notice--success' markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Chapter Nine - Landsat Data in Open Source Python

In this chapter, you will learn how to work with Landsat multi-band raster data stored in `.tif` format in **Python** using **rioxarray**.

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this chapter, you will be able to:

* Use `glob()` to create a subsetted list of file names within a specified directory on your computer.
* Create a raster stack from a list of `.tif` files in **Python**.
* Crop rasters to a desired extent in **Python**.
* Plot various band combinations using a numpy array in **Python**.

## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

You will need a computer with internet access to complete this lesson and the Cold Springs Fire data.

{% include /data_subsets/course_earth_analytics/_data-cold-springs-fire.md %}",,,Landsat 8 data are downloaded in tif file format. Learn how to open and manipulate Landsat 8 data in Python. Also learn how to create RGB and color infrared Landsat image composites.,,,single,2021-06-11,,Learn how to work with Landsat multi-band raster data stored in .tif format in Python using rioxarray,Landsat Data,Learn How to Work With Landsat Multispectral Remote Sensing Data in Python,class,About Landsat Data,,1,,,/courses/use-data-open-source-python/multispectral-remote-sensing/landsat-in-Python/,"You will need a computer with internet access to complete this lesson and the Cold Springs Fire data.

{% include /data_subsets/course_earth_analytics/_data-cold-springs-fire.md %}",['/courses/earth-analytics-python/multispectral-remote-sensing-in-python/landsat-bands-geotif-in-Python/'],"{""nav"": null}",,Work with Landsat Remote Sensing Data in Python,"{""remote-sensing"": [""landsat""], ""reproducible-science-and-programming"": [""python""], ""spatial-data-and-gis"": [""raster-data""]}",5,
,False,"['Leah Wasser', 'Nathan Korinek']",['courses'],,['multispectral-remote-sensing-data-python-landsat'],,True,intermediate-earth-data-science-textbook,2020-03-25,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this lesson, you will be able to:

* Create a list of subsets of landsat `.tif` files using `glob` and `os.path.join`
* Crop xarray objects.
* Stack a list of landsat `.tif` files into a **xarray** object.
* Create a workflow that opens, stacks and cleans landsat data efficiently.",,,Learn how to open up and create a stack of Landsat images and crop them to a certain extent using open source Python.,,,single,2022-01-27,,,,,,Open & Crop Landsat Data,,2,,,/courses/use-data-open-source-python/multispectral-remote-sensing/landsat-in-Python/open-and-crop-data/,none,,"{""nav"": null}",,Open and Crop Landsat Remote Sensing Data in Open Source Python,"{""remote-sensing"": [""landsat"", ""modis""], ""earth-science"": [""fire""], ""reproducible-science-and-programming"": [""python""], ""spatial-data-and-gis"": [""raster-data""]}",5,
,False,['Leah Wasser'],['courses'],,['multispectral-remote-sensing-data-python-landsat'],,True,intermediate-earth-data-science-textbook,2017-03-01,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Describe the impacts of cloud cover on analysis of remote sensing data.
* Use a mask to remove portions of an spectral dataset (image) that is covered by clouds / shadows.
* Define mask / describe how a mask can be useful when working with remote sensing data.",,,Landsat remote sensing data often has pixels that are covered by clouds and cloud shadows. Learn how to remove cloud covered landsat pixels using open source Python.,,,single,2022-01-27,,,,,,"Clouds, Shadows & Masks",,3,,,/courses/use-data-open-source-python/multispectral-remote-sensing/landsat-in-Python/remove-clouds-from-landsat-data/,none,"['/courses/earth-analytics-python/multispectral-remote-sensing-modis/cloud-masks-with-spectral-data-python/', '/courses/use-data-open-source-python/multispectral-remote-sensing/landsat-in-Python/cloud-masks-with-spectral-data-python/']","{""nav"": null}",,"Clean Remote Sensing Data in Python - Clouds, Shadows & Cloud Masks","{""remote-sensing"": [""landsat"", ""modis""], ""earth-science"": [""fire""], ""reproducible-science-and-programming"": [""python""], ""spatial-data-and-gis"": [""raster-data""]}",5,
,False,['Leah Wasser'],['courses'],,['multispectral-remote-sensing-data-python-landsat'],,True,intermediate-earth-data-science-textbook,2017-03-01,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Replace (masked) values in one xarray DataArray with values in another array.",,,Most remote sensing data sets contain no data values that represent pixels that contain invalid data. Learn how to handle no data values in Python for better raster processing.,,,single,2022-01-27,,,,,,Replace Raster Cell Values,,4,,,/courses/use-data-open-source-python/multispectral-remote-sensing/landsat-in-Python/replace-raster-cell-values-in-remote-sensing-images-in-python/,none,['/courses/earth-analytics-python/multispectral-remote-sensing-modis/replace-raster-cell-values-in-remote-sensing-images-in-python/'],"{""nav"": null}",,How to Replace Raster Cell Values with Values from A Different Raster Data Set in Python,"{""remote-sensing"": [""landsat""], ""reproducible-science-and-programming"": [""python""], ""earth-science"": [""fire""], ""spatial-data-and-gis"": [""raster-data""]}",5,
,False,['Leah Wasser'],['courses'],,['multispectral-remote-sensing-data-python-landsat'],,True,intermediate-earth-data-science-textbook,2017-03-01,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Find and download data from the USGS Earth Explorer Website.
* Filter data by cloud cover to find datasets with the least amount of clouds for a study area.",,,Learn how to find and download Landsat 8 remote sensing data from the USGS Earth Explorer website.,,,single,2022-01-19,,,,,,Get Landsat Data - Earth Explorer,,5,,,/courses/use-data-open-source-python/multispectral-remote-sensing/landsat-in-Python/get-landsat-data-earth-explorer/,none,['/courses/earth-analytics-python/multispectral-remote-sensing-modis/get-landsat-data-earth-explorer/'],"{""nav"": null}",,Find and Download Landsat 8 Remote Sensing Data From the USGS Earth Explorer Website,"{""remote-sensing"": [""landsat""], ""earth-science"": [""fire""], ""reproducible-science-and-programming"": null, ""spatial-data-and-gis"": [""raster-data""]}",5,
,False,"['Leah Wasser', 'Nathan Korinek']",['courses'],,['multispectral-remote-sensing-data-python-landsat'],,True,intermediate-earth-data-science-textbook,2020-06-24,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this lesson, you will be able to:

* Practice your skills using Landsat data in Python.",,,A set of activities for you to practice your skills using Landsat Data in Open Source Python.,,,single,2022-01-27,,,,,,Landsat Exercises,,6,,,/courses/use-data-open-source-python/multispectral-remote-sensing/landsat-in-Python/landsat-exercises/,none,,"{""nav"": null}",,Practice Opening and Plotting Landsat Data in Python Using Rasterio,"{""remote-sensing"": [""landsat"", ""modis""], ""earth-science"": [""fire""], ""reproducible-science-and-programming"": [""python""], ""spatial-data-and-gis"": [""raster-data""]}",5,
,False,"['Leah Wasser', 'Jenny Palomino']",['courses'],10,['modis-multispectral-rs-python'],4,True,intermediate-earth-data-science-textbook,,"'notice--success' markdown=""1"">

## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this tutorial, you will be able to:

* List the MODIS spectral bands and identify which bands should be used to calculate a normalized burn ratio (NBR)
* Import and stack MODIS imagery in `Python`.
* Scale MODIS surface reflectance values to the appropriate range using `Python`. 

## <i class=""fa fa-check-square-o fa-2"" aria-hidden=""true""></i> What You Need

You will need a computer with internet access to complete this lesson and the Cold Springs Fire
data.

{% include /data_subsets/course_earth_analytics/_data-cold-springs-fire.md %}",,,"MODIS is a satellite remote sensing instrument that collects data daily across the globe at 250-500 m resolution. Learn how to import, clean up and plot MODIS data in Python.",,,single,2021-11-19,,"MODIS is a satellite remote sensing instrument that collects data daily across the globe at 250-500 m resolution. Learn how to import, clean up and plot MODIS data in Python",MODIS Data,"MODIS, Landsat and the Normalized Burn Ratio Index (NBR) in Python",class,MODIS Data in Python,,1,,,/courses/use-data-open-source-python/multispectral-remote-sensing/modis-data-in-python/,"You will need a computer with internet access to complete this lesson and the Cold Springs Fire
data.

{% include /data_subsets/course_earth_analytics/_data-cold-springs-fire.md %}",['/courses/earth-analytics-python/multispectral-remote-sensing-modis/modis-remote-sensing-data-in-python/'],"{""nav"": null}",,Work with MODIS Remote Sensing Data using Open Source Python,"{""remote-sensing"": [""modis""], ""earth-science"": [""fire""], ""spatial-data-and-gis"": [""raster-data""], ""reproducible-science-and-programming"": [""python""]}",5,
,False,"['Nathan Korinek', 'Leah Wasser', 'Jenny Palomino']",['courses'],,['modis-multispectral-rs-python'],,True,intermediate-earth-data-science-textbook,2020-03-01,"'notice--success' markdown=""1"">


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

* Learn different MODIS products available on EarthExplorer and their unique qualities
* Get MODIS data from EarthExplorer",,,Learn how to find and download MODIS data from the USGS Earth Explorer website.,,,single,2021-11-19,,,,,,Get MODIS data,,2,,,/courses/use-data-open-source-python/multispectral-remote-sensing/modis-data-in-python/download-modis-hdf4-data/,none,['/courses/use-data-open-source-python/hierarchical-data-formats-hdf/intro-to-hdf4/download-hdf4-data'],"{""nav"": null}",,Find and Download MODIS Data From the USGS Earth Explorer Website,"{""remote-sensing"": [""modis""], ""reproducible-science-and-programming"": null, ""spatial-data-and-gis"": [""raster-data""]}",5,
,False,,courses,,,,False,earth-analytics-python,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Welcome to Week {{ page.week }}!

Welcome to week {{ page.week }} of Earth Analytics! This week you will continue to work on your data workflows project. You will incorporate cloud masks of Landsat 8 remote sensing data into your workflow. Please refer to <a href=""https://www.earthdatascience.org/courses/earth-analytics-python/create-efficient-data-workflows/"">week 7</a> for the specifics of this assignment!",,,,,,single,2020-04-01,,,,,session,,,,,,/courses/earth-analytics-python/create-efficient-data-workflows-2/,none,,"{""nav"": null}",,Learn to Create Efficient Data Workflows in Python,,8,8
,False,,courses,,,,False,intermediate-earth-data-science-textbook,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Section Seven - API's and Natural Language Processing in Open Source Python

In section seven of this textbook, you will learn about using API's to automate data 
access in open source python. You will also learn some basic natural language
processing skills through working with twitter data - grabbed from the Twitter API.


## <i class=""fa fa-graduation-cap"" aria-hidden=""true""></i> Learning Objectives

After completing this section of the textbook, you will be able to:

* Explain what the JSON and GeoJSON data formats are
* Access data programatically using Python
* Use the Twitter API to access twitter data
* Apply basic natural langauge processing techniques to twitter data

## Materials to Review For This Week

This week we will be reviewing API data access and using social media data for science.
The chapters below cover these topics. 

* <a href=""{{ site.url }}/courses/use-data-open-source-python/multispectral-remote-sensing/landsat-in-Python/remove-clouds-from-landsat-data/"">Clean Landsat Data - Apply Cloud Masks  in Python</a>
* <a href=""{{ site.url }}/courses/use-data-open-source-python/use-apis-natural-language-processing-twitter/intro-to-programmatic-data-access-python/"">Natural Language Processing and Twitter Data</a>.",,,,,,single,2020-09-11,,,,,session,,,,,,/courses/use-data-open-source-python/intro-to-apis/,none,,"{""nav"": null}",,Introduction to API Data Access in Open Source Python,,7,7
,False,,courses,,,,False,earth-analytics-python,,"""notice--info"" markdown=""1"">

## <i class=""fa fa-ship"" aria-hidden=""true""></i> Welcome to Week {{ page.week }}!

Welcome to week {{ page.week }} of Earth Analytics!  
This week you will learn about accessing data using APIs. 

<!--
To follow along with the class, please be sure to download the data below.
Save the data in your `earth-analytics/data/week_12` directory.

[<i class=""fa fa-download"" aria-hidden=""true""></i> Download Week 12 Data (~80 MB)](https://ndownloader.figshare.com/files/9751453?private_link=92e248fddafa3af15b98){:data-proofer-ignore='' .btn }
-->",,,,,,single,2020-04-01,,,,,session,,,,,,/courses/earth-analytics-python/using-apis-natural-language-processing-twitter/,none,['/courses/earth-analytics/using-apis-natural-language-processing-twitter/'],"{""nav"": null}",,Programmatic Data Access,,11,11
